0,0,1.62E+18,2023-02-01 09:31:45+00:00,NO_QUERY,Donaustroom,"Nieuw op Donau: A small ngo is at the center of the fight against human trafficking in Serbia. Because no one else is. Interview with ASTRA director Marija Andjelković. #HumanTraffickingAwarenessMonth #Serbia #HumanRights 
https://t.co/Keh15TOI4m"
1,0,1.62E+18,2023-02-01 08:54:20+00:00,NO_QUERY,Victims_ofFraud,"https://t.co/IMWpn3S1E4

Updated report from @SkyNews @SkyNewsBreak on #AndrewTatearrested #AndrewTate as he appears in Court in #Romania on #HumanTraffickingAwarenessMonth charges.

Comments Welcome on this article.
#SocialMediaSpecial #andrewtait 
@Victims_ofFraud"
2,4,1.62E+18,2023-02-01 06:56:54+00:00,NO_QUERY,JasterixB,"Just like #EpsteinClientList 
#HumanTrafficking 
#HumanTraffickingAwarenessMonth 
#ProsecuteTheBuyersToo"
3,0,1.62E+18,2023-02-01 02:23:43+00:00,NO_QUERY,lisahawkfan,"Today marks the end of #HumanTraffickingAwarenessMonth.  But folks, our job continues tomorrow, by being more AWARE of our surroundings &amp; reporting something if you feel it isn't right. 

What will YOU do 2 fight #HumanTrafficking and #SaveourChildren?  #EndTrafficking #HTAM2023 https://t.co/rShKnqDEuy"
4,0,1.62E+18,2023-02-01 01:43:28+00:00,NO_QUERY,V4CR_official,"It's the LAST DAY of #HumanTraffickingAwarenessMonth. What have you done this month to HELP #RaiseAwareness, #SupportNonProfits &amp; #EndHumanTrafficking?⁣⁣⁣⁣
THANK YOU to everyone who participated in our #PlankForSurvivors Challenge this month ⚔️💙⁣⁣⁣⁣ https://t.co/nA17IAszfF"
5,4,1.62E+18,2023-02-01 01:18:23+00:00,NO_QUERY,SuncatcherNH,"Whew...2 years worth of work...85 finished pages (&amp;prob counting) &amp; my fellowship application is complete. And now we wait, praying for a miracle &amp; resting in the knowledge it's now in God's Hands 💙 #EndTrafficking #HumanTraffickingAwarenessMonth #ThriveNewEngland https://t.co/AiLNPYRjw1"
6,0,1.62E+18,2023-02-01 01:09:52+00:00,NO_QUERY,HSIKansasCity,"#HumanTraffickingAwarenessMonth may be ending but #HSIs mission to combat the #crime continues. 🎥� Listen as @HSIKansasCity Acting DSAC Armstrong explains how your call could help #humantrafficking victims, today: https://t.co/ELkyjvZXfb"
7,4,1.62E+18,2023-02-01 00:53:03+00:00,NO_QUERY,WashingtonSRC,"AUDIO: The state Senate officially recognizes the importance of making people aware of human trafficking and the resources available to support victims. Tracy Ellis reports. #waleg #RestorePublicSafety #HumanTraffickingAwarenessMonth

LISTEN: https://t.co/s1bECC0GlI https://t.co/07kYIPlTNz"
8,0,1.62E+18,2023-02-01 00:50:55+00:00,NO_QUERY,EricShawnTV,Human trafficking spikes on the southern border: https://t.co/9yPWFdSLgY #FoxNews @foxews #fox #HumanTrafficking #HumanTraffickingAwarenessMonth @3Strands_Global @Polaris_Project #border #cartels @RepBethVanDuyne #humanrights
9,0,1.62E+18,2023-02-01 00:09:15+00:00,NO_QUERY,Eh_Canadaian,"Mohammad Neirabani #Lethbridge #Alberta #canadavisa charged with his brother charged for  #HumanTraffickingAwarenessMonth  15 year old girl. #Lethbridgenews #LethbridgeCollege #Aleppo #Syria #uleth #ulethstudents #lebanon24  #yql  #uofl
#DNA #SexOffender #rapists #ABCrime https://t.co/ecLvdtuAuG"
10,4,1.62E+18,2023-02-01 00:07:14+00:00,NO_QUERY,ccla_sfl,"January is #HumanTraffickingAwarenessMonth. Learn the signs!
CCLA's #HumanTrafficking #Legal Program offers free civil #LegalServices to #survivors. Visit https://t.co/6DXb3Gmw5i #HT #LegalAdvice #Law #EndTrafficking"
11,4,1.62E+18,2023-02-01 00:00:19+00:00,NO_QUERY,Darkness2Light,"While we know human trafficking is expanding, we also have more resources to combat this crime than ever before.

Watch our #HonestConversation to learn steps we can take to #endtrafficking for good:
 
https://t.co/qir4US0SZp

#PreventionIsPossible #HumanTraffickingAwarenessMonth"
12,4,1.62E+18,2023-01-31 23:57:14+00:00,NO_QUERY,HechtTraumaInst,"As we near the end of #HumanTraffickingAwarenessMonth HTI encourages you to check out the article, A Trauma-Informed Approach to Labor &amp; Sex Trafficking: What Law Enforcement Leaders Need to Know� published by @TheIACP and written by @DrAshbyKay &amp; David Maggard, Ed.D., Chief Ret https://t.co/h8chfnK0Jj"
13,4,1.62E+18,2023-01-31 23:53:43+00:00,NO_QUERY,Its_AnnabelleT,"Today marks the last day of #HumanTraffickingAwarenessMonth Lets continue to support survivors and those at risk by investing in our community. Support your local RHY shelter, LGBTQ+ orgs and places that mentor youth. Lets also agree to stop sharing inaccurate viral videos"
14,4,1.62E+18,2023-01-31 23:15:30+00:00,NO_QUERY,DFOSanDiegoCA,"Today is the last day of #humantraffickingawarenessmonth. Recognizing signs of human trafficking can save your life or someone else's. If a promise for better pay sounds too good to be true, it most likely is. Be alert. Be cautious. Visit https://t.co/oXGUQvDuxq to learn more. https://t.co/AqW0szoWMx"
15,4,1.62E+18,2023-01-31 22:43:58+00:00,NO_QUERY,Ch4ntHareKrsna,"How do you say people seem ever stupider without being conceited?

#VaccineSideEffects #VaccineMandates #humans #HumanTraffickingAwarenessMonth 🤔"
16,0,1.62E+18,2023-01-31 22:41:25+00:00,NO_QUERY,WorldWEUS,"#humantraffickingawarenessmonth has come to an end, but our conversations and education on the realities of trafficking must continue. 

The Now &amp; Next Speakers Series features insights from leaders and opinion shapers in the anti-trafficking movement 👇

https://t.co/LU3VKDHETV"
17,0,1.62E+18,2023-01-31 22:32:54+00:00,NO_QUERY,cloudsyellback,"→ Matt Gaetz transports minors across state borders to rape them. He utilizes human trafficking. He was the only one to vote against the anti-human trafficking bill in 2017.

#mattgaetz #gaetz #humantrafficking #humantraffickingawarenessmonth #pedos #pedophelia #gopgroomers https://t.co/8T001FvOLD"
18,4,1.62E+18,2023-01-31 22:05:05+00:00,NO_QUERY,MIAttyGen,"To conclude #HumanTraffickingAwarenessMonth, @MIAttyGen @dananessel is sharing the Michigan Human Trafficking Commission's 2022 Annual Report, which is now available on the newly launched Michigan Human Trafficking Commission website.
➡️https://t.co/y1TKro9eOV https://t.co/EtjmCrYEBR"
19,4,1.62E+18,2023-01-31 21:50:10+00:00,NO_QUERY,SDDistAtty,"As we close out the month of January, also known as #HumanTraffickingAwarenessMonth, we want to share important information on prevention and awareness of human trafficking: https://t.co/nzNh3myjCH"
20,0,1.62E+18,2023-01-31 21:45:58+00:00,NO_QUERY,TeamNetworksUSA,"Multi-Agency Sting Op Exposes Human Trafficking in Many Unexpected Professions - Is Anything Safe?
#HumanTrafficking #HumanTraffickingAwarenessMonth 
#Slavery
This is a supply and demand problem - until the demand dries up, it will never end
https://t.co/GBi3cJ5XG6"
21,4,1.62E+18,2023-01-31 21:08:16+00:00,NO_QUERY,LincolnsCottage,"On the last day of #HumanTraffickingAwarenessMonth, please tag a student activist who might be interested in a weeklong summit in DC to combat modern slavery. Apply here: https://www.l https://t.co/t17Y5qQ7jX https://t.co/IhzW8AG0z7"
22,0,1.62E+18,2023-01-31 21:00:01+00:00,NO_QUERY,IllinoisDCFS,"As #HumanTraffickingAwarenessMonth comes to a close, remember that Illinois children are not immune to the reality of human trafficking &amp; its up to us to keep them safe. Recognize the signs &amp; call 911 &amp; the DCFS hotline (1-800-25-ABUSE) if you think a child is in danger. https://t.co/ASAe7c4gW3"
